County,Species,CountySpecies,Agg Total,Agg Present
East Sutherland,Least Mining Bee,East Sutherland Least Mining Bee,0,0
Fifeshire,Least Mining Bee,Fifeshire Least Mining Bee,0,0
Flintshire,Least Mining Bee,Flintshire Least Mining Bee,0,0
Glamorganshire,Least Mining Bee,Glamorganshire Least Mining Bee,0,0
Gwent,Least Mining Bee,Gwent Least Mining Bee,0,0
Herefordshire,Least Mining Bee,Herefordshire Least Mining Bee,0,0
Hertfordshire,Least Mining Bee,Hertfordshire Least Mining Bee,0,0
Huntingdonshire,Least Mining Bee,Huntingdonshire Least Mining Bee,0,0
Isle of Man,Least Mining Bee,Isle of Man Least Mining Bee,0,0
Isle of Wight,Least Mining Bee,Isle of Wight Least Mining Bee,0,0
Kincardineshire,Least Mining Bee,Kincardineshire Least Mining Bee,0,0
Kirkudbrightshire,Least Mining Bee,Kirkudbrightshire Least Mining Bee,0,0
Lanarkshire,Least Mining Bee,Lanarkshire Least Mining Bee,0,0
Lancashire,Least Mining Bee,Lancashire Least Mining Bee,0,0
Leicestershire,Least Mining Bee,Leicestershire Least Mining Bee,0,0
Lincolnshire,Least Mining Bee,Lincolnshire Least Mining Bee,0,0
Linlithgow,Least Mining Bee,Linlithgow Least Mining Bee,0,0
Mid Perthshire,Least Mining Bee,Mid Perthshire Least Mining Bee,0,0
Mid-west Yorkshire,Least Mining Bee,Mid-west Yorkshire Least Mining Bee,0,0
Middlesex,Least Mining Bee,Middlesex Least Mining Bee,0,0
Midlothian,Least Mining Bee,Midlothian Least Mining Bee,0,0
Monmouthshire,Least Mining Bee,Monmouthshire Least Mining Bee,0,0
Moray,Least Mining Bee,Moray Least Mining Bee,0,0
North Aberdeenshire,Least Mining Bee,North Aberdeenshire Least Mining Bee,0,0
North Ayrshire,Least Mining Bee,North Ayrshire Least Mining Bee,0,0
North Devon,Least Mining Bee,North Devon Least Mining Bee,0,0
North Essex,Least Mining Bee,North Essex Least Mining Bee,0,0
North Hampshire,Least Mining Bee,North Hampshire Least Mining Bee,0,0
North Lanarkshire,Least Mining Bee,North Lanarkshire Least Mining Bee,0,0
North Lincolnshire,Least Mining Bee,North Lincolnshire Least Mining Bee,0,0
North Northumberland,Least Mining Bee,North Northumberland Least Mining Bee,0,0
North Somerset,Least Mining Bee,North Somerset Least Mining Bee,0,0
North Wiltshire,Least Mining Bee,North Wiltshire Least Mining Bee,0,0
North-east Yorkshire,Least Mining Bee,North-east Yorkshire Least Mining Bee,0,0
North-west Yorkshire,Least Mining Bee,North-west Yorkshire Least Mining Bee,0,0
Northamptonshire,Least Mining Bee,Northamptonshire Least Mining Bee,0,0
Northumberland,Least Mining Bee,Northumberland Least Mining Bee,0,0
Nottinghamshire,Least Mining Bee,Nottinghamshire Least Mining Bee,0,0
Orkney,Least Mining Bee,Orkney Least Mining Bee,0,0
Oxfordshire,Least Mining Bee,Oxfordshire Least Mining Bee,0,0
Pembrokeshire,Least Mining Bee,Pembrokeshire Least Mining Bee,0,0
Perthshire,Least Mining Bee,Perthshire Least Mining Bee,0,0
Radnorshire,Least Mining Bee,Radnorshire Least Mining Bee,0,0
Renfrewshire,Least Mining Bee,Renfrewshire Least Mining Bee,0,0
Roxburghshire,Least Mining Bee,Roxburghshire Least Mining Bee,0,0
Shropshire,Least Mining Bee,Shropshire Least Mining Bee,0,0
South Aberdeenshire,Least Mining Bee,South Aberdeenshire Least Mining Bee,0,0
South Devon,Least Mining Bee,South Devon Least Mining Bee,0,0
South East Yorkshire,Least Mining Bee,South East Yorkshire Least Mining Bee,0,0
South Ebudes,Least Mining Bee,South Ebudes Least Mining Bee,0,0
South Essex,Least Mining Bee,South Essex Least Mining Bee,0,0
South Hampshire,Least Mining Bee,South Hampshire Least Mining Bee,0,0
South Lanarkshire,Least Mining Bee,South Lanarkshire Least Mining Bee,0,0
South Lancashire,Least Mining Bee,South Lancashire Least Mining Bee,0,0
South Lincolnshire,Least Mining Bee,South Lincolnshire Least Mining Bee,0,0
South Northumberland,Least Mining Bee,South Northumberland Least Mining Bee,0,0
South Somerset,Least Mining Bee,South Somerset Least Mining Bee,0,0
South Wiltshire,Least Mining Bee,South Wiltshire Least Mining Bee,0,0
South-east Yorkshire,Least Mining Bee,South-east Yorkshire Least Mining Bee,0,0
South-west Yorkshire,Least Mining Bee,South-west Yorkshire Least Mining Bee,0,0
Staffordshire,Least Mining Bee,Staffordshire Least Mining Bee,0,0
Stirlingshire,Least Mining Bee,Stirlingshire Least Mining Bee,0,0
Surrey,Least Mining Bee,Surrey Least Mining Bee,0,0
Sussex,Least Mining Bee,Sussex Least Mining Bee,0,0
Warwickshire,Least Mining Bee,Warwickshire Least Mining Bee,0,0
West Cornwall with Scilly,Least Mining Bee,West Cornwall with Scilly Least Mining Bee,0,0
West Gloucestershire,Least Mining Bee,West Gloucestershire Least Mining Bee,0,0
West Inverness-shire,Least Mining Bee,West Inverness-shire Least Mining Bee,0,0
West Kent,Least Mining Bee,West Kent Least Mining Bee,0,0
West Lancashire,Least Mining Bee,West Lancashire Least Mining Bee,0,0
West Norfolk,Least Mining Bee,West Norfolk Least Mining Bee,0,0
West Perthshire,Least Mining Bee,West Perthshire Least Mining Bee,0,0
West Suffolk,Least Mining Bee,West Suffolk Least Mining Bee,0,0
West Sussex,Least Mining Bee,West Sussex Least Mining Bee,0,0
Westmorland,Least Mining Bee,Westmorland Least Mining Bee,0,0
Worcestershire,Least Mining Bee,Worcestershire Least Mining Bee,0,0
Yorkshire,Least Mining Bee,Yorkshire Least Mining Bee,0,0
Aberdeenshire,Tawny Mining Bee,Aberdeenshire Tawny Mining Bee,0,0
Alderney,Tawny Mining Bee,Alderney Tawny Mining Bee,0,0
Angus,Tawny Mining Bee,Angus Tawny Mining Bee,0,0
Argyll & Bute,Tawny Mining Bee,Argyll & Bute Tawny Mining Bee,0,0
Argyllshire,Tawny Mining Bee,Argyllshire Tawny Mining Bee,0,0
Ayrshire,Tawny Mining Bee,Ayrshire Tawny Mining Bee,0,0
Bedfordshire,Tawny Mining Bee,Bedfordshire Tawny Mining Bee,0,0
Berkshire,Tawny Mining Bee,Berkshire Tawny Mining Bee,0,0
Berwickshire,Tawny Mining Bee,Berwickshire Tawny Mining Bee,0,0
Buckinghamshire,Tawny Mining Bee,Buckinghamshire Tawny Mining Bee,0,0
Caernarvonshire,Tawny Mining Bee,Caernarvonshire Tawny Mining Bee,0,0
Caithness,Tawny Mining Bee,Caithness Tawny Mining Bee,0,0
Camarthenshire,Tawny Mining Bee,Camarthenshire Tawny Mining Bee,0,0
Cambridgeshire,Tawny Mining Bee,Cambridgeshire Tawny Mining Bee,0,0
Cardiganshire,Tawny Mining Bee,Cardiganshire Tawny Mining Bee,0,0
Carmarthenshire,Tawny Mining Bee,Carmarthenshire Tawny Mining Bee,0,0
Ceredigion,Tawny Mining Bee,Ceredigion Tawny Mining Bee,0,0
Cheshire,Tawny Mining Bee,Cheshire Tawny Mining Bee,0,0
Clyde Isles,Tawny Mining Bee,Clyde Isles Tawny Mining Bee,0,0
Conwy,Tawny Mining Bee,Conwy Tawny Mining Bee,0,0
County Durham,Tawny Mining Bee,County Durham Tawny Mining Bee,0,0
Cumberland,Tawny Mining Bee,Cumberland Tawny Mining Bee,0,0
Denbighshire,Tawny Mining Bee,Denbighshire Tawny Mining Bee,0,0
Derbyshire,Tawny Mining Bee,Derbyshire Tawny Mining Bee,0,0
Dorset,Tawny Mining Bee,Dorset Tawny Mining Bee,0,0
Dumfriesshire,Tawny Mining Bee,Dumfriesshire  Tawny Mining Bee,0,0
Dunbartonshire,Tawny Mining Bee,Dunbartonshire Tawny Mining Bee,0,0
East Cornwall,Tawny Mining Bee,East Cornwall Tawny Mining Bee,0,0
East Gloucestershire,Tawny Mining Bee,East Gloucestershire Tawny Mining Bee,0,0
East Inverness-shire,Tawny Mining Bee,East Inverness-shire Tawny Mining Bee,0,0
East Kent,Tawny Mining Bee,East Kent Tawny Mining Bee,0,0
East Lothian,Tawny Mining Bee,East Lothian Tawny Mining Bee,0,0
East Norfolk,Tawny Mining Bee,East Norfolk Tawny Mining Bee,0,0
East Perthshire,Tawny Mining Bee,East Perthshire Tawny Mining Bee,0,0
East Suffolk,Tawny Mining Bee,East Suffolk Tawny Mining Bee,0,0
East Sussex,Tawny Mining Bee,East Sussex Tawny Mining Bee,0,0
East Sutherland,Tawny Mining Bee,East Sutherland Tawny Mining Bee,0,0
Fifeshire,Tawny Mining Bee,Fifeshire Tawny Mining Bee,0,0
Flintshire,Tawny Mining Bee,Flintshire Tawny Mining Bee,0,0
Glamorganshire,Tawny Mining Bee,Glamorganshire Tawny Mining Bee,2,1
Gwent,Tawny Mining Bee,Gwent Tawny Mining Bee,0,0
Herefordshire,Tawny Mining Bee,Herefordshire Tawny Mining Bee,0,0
Hertfordshire,Tawny Mining Bee,Hertfordshire Tawny Mining Bee,0,0
Huntingdonshire,Tawny Mining Bee,Huntingdonshire Tawny Mining Bee,0,0
Isle of Man,Tawny Mining Bee,Isle of Man Tawny Mining Bee,0,0
Isle of Wight,Tawny Mining Bee,Isle of Wight Tawny Mining Bee,0,0
Kincardineshire,Tawny Mining Bee,Kincardineshire Tawny Mining Bee,0,0
Kirkudbrightshire,Tawny Mining Bee,Kirkudbrightshire Tawny Mining Bee,2,1
Lanarkshire,Tawny Mining Bee,Lanarkshire Tawny Mining Bee,0,0
Lancashire,Tawny Mining Bee,Lancashire Tawny Mining Bee,0,0
Leicestershire,Tawny Mining Bee,Leicestershire Tawny Mining Bee,0,0
Lincolnshire,Tawny Mining Bee,Lincolnshire Tawny Mining Bee,0,0
Linlithgow,Tawny Mining Bee,Linlithgow Tawny Mining Bee,0,0
Mid Perthshire,Tawny Mining Bee,Mid Perthshire Tawny Mining Bee,0,0
Mid-west Yorkshire,Tawny Mining Bee,Mid-west Yorkshire Tawny Mining Bee,0,0
Middlesex,Tawny Mining Bee,Middlesex Tawny Mining Bee,0,0
Midlothian,Tawny Mining Bee,Midlothian Tawny Mining Bee,0,0
Monmouthshire,Tawny Mining Bee,Monmouthshire Tawny Mining Bee,0,0
Moray,Tawny Mining Bee,Moray Tawny Mining Bee,0,0
North Aberdeenshire,Tawny Mining Bee,North Aberdeenshire Tawny Mining Bee,0,0
North Ayrshire,Tawny Mining Bee,North Ayrshire Tawny Mining Bee,0,0
North Devon,Tawny Mining Bee,North Devon Tawny Mining Bee,0,0
North Essex,Tawny Mining Bee,North Essex Tawny Mining Bee,0,0
North Hampshire,Tawny Mining Bee,North Hampshire Tawny Mining Bee,0,0
North Lanarkshire,Tawny Mining Bee,North Lanarkshire Tawny Mining Bee,0,0
North Lincolnshire,Tawny Mining Bee,North Lincolnshire Tawny Mining Bee,0,0
North Northumberland,Tawny Mining Bee,North Northumberland Tawny Mining Bee,0,0
North Somerset,Tawny Mining Bee,North Somerset Tawny Mining Bee,0,0
North Wiltshire,Tawny Mining Bee,North Wiltshire Tawny Mining Bee,1,1
North-east Yorkshire,Tawny Mining Bee,North-east Yorkshire Tawny Mining Bee,0,0
North-west Yorkshire,Tawny Mining Bee,North-west Yorkshire Tawny Mining Bee,0,0
Northamptonshire,Tawny Mining Bee,Northamptonshire Tawny Mining Bee,0,0
Northumberland,Tawny Mining Bee,Northumberland Tawny Mining Bee,0,0
Nottinghamshire,Tawny Mining Bee,Nottinghamshire Tawny Mining Bee,0,0
Orkney,Tawny Mining Bee,Orkney Tawny Mining Bee,0,0
Oxfordshire,Tawny Mining Bee,Oxfordshire Tawny Mining Bee,0,0
Pembrokeshire,Tawny Mining Bee,Pembrokeshire Tawny Mining Bee,0,0
Perthshire,Tawny Mining Bee,Perthshire Tawny Mining Bee,0,0
Radnorshire,Tawny Mining Bee,Radnorshire Tawny Mining Bee,0,0
Renfrewshire,Tawny Mining Bee,Renfrewshire Tawny Mining Bee,0,0
Roxburghshire,Tawny Mining Bee,Roxburghshire Tawny Mining Bee,0,0
Shropshire,Tawny Mining Bee,Shropshire Tawny Mining Bee,0,0
South Aberdeenshire,Tawny Mining Bee,South Aberdeenshire Tawny Mining Bee,0,0
South Devon,Tawny Mining Bee,South Devon Tawny Mining Bee,0,0
South East Yorkshire,Tawny Mining Bee,South East Yorkshire Tawny Mining Bee,0,0
South Ebudes,Tawny Mining Bee,South Ebudes Tawny Mining Bee,0,0
South Essex,Tawny Mining Bee,South Essex Tawny Mining Bee,0,0
South Hampshire,Tawny Mining Bee,South Hampshire Tawny Mining Bee,2,1
South Lanarkshire,Tawny Mining Bee,South Lanarkshire Tawny Mining Bee,0,0
South Lancashire,Tawny Mining Bee,South Lancashire Tawny Mining Bee,0,0
South Lincolnshire,Tawny Mining Bee,South Lincolnshire Tawny Mining Bee,0,0
South Northumberland,Tawny Mining Bee,South Northumberland Tawny Mining Bee,0,0
South Somerset,Tawny Mining Bee,South Somerset Tawny Mining Bee,0,0
South Wiltshire,Tawny Mining Bee,South Wiltshire Tawny Mining Bee,0,0
South-east Yorkshire,Tawny Mining Bee,South-east Yorkshire Tawny Mining Bee,0,0
South-west Yorkshire,Tawny Mining Bee,South-west Yorkshire Tawny Mining Bee,0,0
Staffordshire,Tawny Mining Bee,Staffordshire Tawny Mining Bee,0,0
Stirlingshire,Tawny Mining Bee,Stirlingshire Tawny Mining Bee,0,0
Surrey,Tawny Mining Bee,Surrey Tawny Mining Bee,1,1
Sussex,Tawny Mining Bee,Sussex Tawny Mining Bee,0,0
Warwickshire,Tawny Mining Bee,Warwickshire Tawny Mining Bee,6,1
West Cornwall with Scilly,Tawny Mining Bee,West Cornwall with Scilly Tawny Mining Bee,0,0
West Gloucestershire,Tawny Mining Bee,West Gloucestershire Tawny Mining Bee,0,0
West Inverness-shire,Tawny Mining Bee,West Inverness-shire Tawny Mining Bee,0,0
West Kent,Tawny Mining Bee,West Kent Tawny Mining Bee,0,0
West Lancashire,Tawny Mining Bee,West Lancashire Tawny Mining Bee,0,0
West Norfolk,Tawny Mining Bee,West Norfolk Tawny Mining Bee,1,1
West Perthshire,Tawny Mining Bee,West Perthshire Tawny Mining Bee,0,0
West Suffolk,Tawny Mining Bee,West Suffolk Tawny Mining Bee,0,0
West Sussex,Tawny Mining Bee,West Sussex Tawny Mining Bee,2,1
Westmorland,Tawny Mining Bee,Westmorland Tawny Mining Bee,0,0
Worcestershire,Tawny Mining Bee,Worcestershire Tawny Mining Bee,2,1
Yorkshire,Tawny Mining Bee,Yorkshire Tawny Mining Bee,0,0
Aberdeenshire,Slender Mining Bee,Aberdeenshire Slender Mining Bee,0,0
Alderney,Slender Mining Bee,Alderney Slender Mining Bee,0,0
Angus,Slender Mining Bee,Angus Slender Mining Bee,0,0
Argyll & Bute,Slender Mining Bee,Argyll & Bute Slender Mining Bee,0,0
Argyllshire,Slender Mining Bee,Argyllshire Slender Mining Bee,0,0
Ayrshire,Slender Mining Bee,Ayrshire Slender Mining Bee,0,0
Bedfordshire,Slender Mining Bee,Bedfordshire Slender Mining Bee,0,0
Berkshire,Slender Mining Bee,Berkshire Slender Mining Bee,0,0
Berwickshire,Slender Mining Bee,Berwickshire Slender Mining Bee,0,0
Buckinghamshire,Slender Mining Bee,Buckinghamshire Slender Mining Bee,0,0
Caernarvonshire,Slender Mining Bee,Caernarvonshire Slender Mining Bee,0,0
Caithness,Slender Mining Bee,Caithness Slender Mining Bee,0,0
Camarthenshire,Slender Mining Bee,Camarthenshire Slender Mining Bee,0,0
Cambridgeshire,Slender Mining Bee,Cambridgeshire Slender Mining Bee,0,0
Cardiganshire,Slender Mining Bee,Cardiganshire Slender Mining Bee,0,0
Carmarthenshire,Slender Mining Bee,Carmarthenshire Slender Mining Bee,0,0
Ceredigion,Slender Mining Bee,Ceredigion Slender Mining Bee,0,0
Cheshire,Slender Mining Bee,Cheshire Slender Mining Bee,0,0
Clyde Isles,Slender Mining Bee,Clyde Isles Slender Mining Bee,0,0
Conwy,Slender Mining Bee,Conwy Slender Mining Bee,0,0
County Durham,Slender Mining Bee,County Durham Slender Mining Bee,0,0
Cumberland,Slender Mining Bee,Cumberland Slender Mining Bee,0,0
Denbighshire,Slender Mining Bee,Denbighshire Slender Mining Bee,0,0
Derbyshire,Slender Mining Bee,Derbyshire Slender Mining Bee,0,0
Dorset,Slender Mining Bee,Dorset Slender Mining Bee,0,0
Dumfriesshire,Slender Mining Bee,Dumfriesshire  Slender Mining Bee,0,0
Dunbartonshire,Slender Mining Bee,Dunbartonshire Slender Mining Bee,0,0
East Cornwall,Slender Mining Bee,East Cornwall Slender Mining Bee,0,0
East Gloucestershire,Slender Mining Bee,East Gloucestershire Slender Mining Bee,0,0
East Inverness-shire,Slender Mining Bee,East Inverness-shire Slender Mining Bee,0,0
East Kent,Slender Mining Bee,East Kent Slender Mining Bee,0,0
East Lothian,Slender Mining Bee,East Lothian Slender Mining Bee,0,0
East Norfolk,Slender Mining Bee,East Norfolk Slender Mining Bee,0,0
East Perthshire,Slender Mining Bee,East Perthshire Slender Mining Bee,0,0
East Suffolk,Slender Mining Bee,East Suffolk Slender Mining Bee,0,0
East Sussex,Slender Mining Bee,East Sussex Slender Mining Bee,0,0
East Sutherland,Slender Mining Bee,East Sutherland Slender Mining Bee,0,0
Fifeshire,Slender Mining Bee,Fifeshire Slender Mining Bee,0,0
Flintshire,Slender Mining Bee,Flintshire Slender Mining Bee,0,0
Glamorganshire,Slender Mining Bee,Glamorganshire Slender Mining Bee,0,0
Gwent,Slender Mining Bee,Gwent Slender Mining Bee,0,0
Herefordshire,Slender Mining Bee,Herefordshire Slender Mining Bee,0,0
Hertfordshire,Slender Mining Bee,Hertfordshire Slender Mining Bee,0,0
Huntingdonshire,Slender Mining Bee,Huntingdonshire Slender Mining Bee,3,1
Isle of Man,Slender Mining Bee,Isle of Man Slender Mining Bee,0,0
Isle of Wight,Slender Mining Bee,Isle of Wight Slender Mining Bee,0,0
Kincardineshire,Slender Mining Bee,Kincardineshire Slender Mining Bee,0,0
Kirkudbrightshire,Slender Mining Bee,Kirkudbrightshire Slender Mining Bee,0,0
Lanarkshire,Slender Mining Bee,Lanarkshire Slender Mining Bee,0,0
Lancashire,Slender Mining Bee,Lancashire Slender Mining Bee,0,0
Leicestershire,Slender Mining Bee,Leicestershire Slender Mining Bee,0,0
Lincolnshire,Slender Mining Bee,Lincolnshire Slender Mining Bee,0,0
Linlithgow,Slender Mining Bee,Linlithgow Slender Mining Bee,0,0
Mid Perthshire,Slender Mining Bee,Mid Perthshire Slender Mining Bee,0,0
Mid-west Yorkshire,Slender Mining Bee,Mid-west Yorkshire Slender Mining Bee,0,0
Middlesex,Slender Mining Bee,Middlesex Slender Mining Bee,0,0
Midlothian,Slender Mining Bee,Midlothian Slender Mining Bee,0,0
Monmouthshire,Slender Mining Bee,Monmouthshire Slender Mining Bee,0,0
Moray,Slender Mining Bee,Moray Slender Mining Bee,0,0
North Aberdeenshire,Slender Mining Bee,North Aberdeenshire Slender Mining Bee,0,0
North Ayrshire,Slender Mining Bee,North Ayrshire Slender Mining Bee,0,0
North Devon,Slender Mining Bee,North Devon Slender Mining Bee,0,0
North Essex,Slender Mining Bee,North Essex Slender Mining Bee,0,0
North Hampshire,Slender Mining Bee,North Hampshire Slender Mining Bee,0,0
North Lanarkshire,Slender Mining Bee,North Lanarkshire Slender Mining Bee,0,0
North Lincolnshire,Slender Mining Bee,North Lincolnshire Slender Mining Bee,0,0
North Northumberland,Slender Mining Bee,North Northumberland Slender Mining Bee,0,0
North Somerset,Slender Mining Bee,North Somerset Slender Mining Bee,0,0
North Wiltshire,Slender Mining Bee,North Wiltshire Slender Mining Bee,0,0
North-east Yorkshire,Slender Mining Bee,North-east Yorkshire Slender Mining Bee,0,0
North-west Yorkshire,Slender Mining Bee,North-west Yorkshire Slender Mining Bee,0,0
Northamptonshire,Slender Mining Bee,Northamptonshire Slender Mining Bee,0,0
Northumberland,Slender Mining Bee,Northumberland Slender Mining Bee,0,0
Nottinghamshire,Slender Mining Bee,Nottinghamshire Slender Mining Bee,0,0
Orkney,Slender Mining Bee,Orkney Slender Mining Bee,0,0
Oxfordshire,Slender Mining Bee,Oxfordshire Slender Mining Bee,0,0
Pembrokeshire,Slender Mining Bee,Pembrokeshire Slender Mining Bee,0,0
Perthshire,Slender Mining Bee,Perthshire Slender Mining Bee,0,0
Radnorshire,Slender Mining Bee,Radnorshire Slender Mining Bee,0,0
Renfrewshire,Slender Mining Bee,Renfrewshire Slender Mining Bee,0,0
Roxburghshire,Slender Mining Bee,Roxburghshire Slender Mining Bee,0,0
Shropshire,Slender Mining Bee,Shropshire Slender Mining Bee,0,0
South Aberdeenshire,Slender Mining Bee,South Aberdeenshire Slender Mining Bee,0,0
South Devon,Slender Mining Bee,South Devon Slender Mining Bee,0,0
South East Yorkshire,Slender Mining Bee,South East Yorkshire Slender Mining Bee,0,0
South Ebudes,Slender Mining Bee,South Ebudes Slender Mining Bee,0,0
South Essex,Slender Mining Bee,South Essex Slender Mining Bee,0,0
South Hampshire,Slender Mining Bee,South Hampshire Slender Mining Bee,0,0
South Lanarkshire,Slender Mining Bee,South Lanarkshire Slender Mining Bee,0,0
South Lancashire,Slender Mining Bee,South Lancashire Slender Mining Bee,0,0
South Lincolnshire,Slender Mining Bee,South Lincolnshire Slender Mining Bee,0,0
South Northumberland,Slender Mining Bee,South Northumberland Slender Mining Bee,0,0
South Somerset,Slender Mining Bee,South Somerset Slender Mining Bee,0,0
South Wiltshire,Slender Mining Bee,South Wiltshire Slender Mining Bee,0,0
South-east Yorkshire,Slender Mining Bee,South-east Yorkshire Slender Mining Bee,0,0
South-west Yorkshire,Slender Mining Bee,South-west Yorkshire Slender Mining Bee,0,0
Staffordshire,Slender Mining Bee,Staffordshire Slender Mining Bee,0,0
Stirlingshire,Slender Mining Bee,Stirlingshire Slender Mining Bee,0,0
Surrey,Slender Mining Bee,Surrey Slender Mining Bee,0,0
Sussex,Slender Mining Bee,Sussex Slender Mining Bee,0,0
Warwickshire,Slender Mining Bee,Warwickshire Slender Mining Bee,0,0
West Cornwall with Scilly,Slender Mining Bee,West Cornwall with Scilly Slender Mining Bee,0,0
West Gloucestershire,Slender Mining Bee,West Gloucestershire Slender Mining Bee,0,0
West Inverness-shire,Slender Mining Bee,West Inverness-shire Slender Mining Bee,0,0
West Kent,Slender Mining Bee,West Kent Slender Mining Bee,0,0
West Lancashire,Slender Mining Bee,West Lancashire Slender Mining Bee,0,0
West Norfolk,Slender Mining Bee,West Norfolk Slender Mining Bee,0,0
West Perthshire,Slender Mining Bee,West Perthshire Slender Mining Bee,0,0
West Suffolk,Slender Mining Bee,West Suffolk Slender Mining Bee,0,0
West Sussex,Slender Mining Bee,West Sussex Slender Mining Bee,0,0
Westmorland,Slender Mining Bee,Westmorland Slender Mining Bee,0,0
